code,category,group,response,value,year
Q1,Total,Total,Yes,0.76,2018
Q1,Total,Total,No,0.24,2018
Q1,Total,Total,Don't know,0,2018
Q1,Total,Total,Refused,0,2018
Q2,Total,Total,Much better,0.13,2018
Q2,Total,Total,Somewhat better,0.29,2018
Q2,Total,Total,About the same,0.33,2018
Q2,Total,Total,Somewhat worse,0.12,2018
Q2,Total,Total,Much worse,0.09,2018
Q2,Total,Total,Don't know,0.04,2018
Q2,Total,Total,Refused,0,2018
Q4A,Total,Total,Excellent,0.02,2018
Q4A,Total,Total,Good,0.31,2018
Q4A,Total,Total,Fair,0.27,2018
Q4A,Total,Total,Poor,0.14,2018
Q4A,Total,Total,Don't know enough about it in order to say,0.25,2018
Q4A,Total,Total,Refused,0,2018
Q4D,Total,Total,Excellent,0.21,2018
Q4D,Total,Total,Good,0.51,2018
Q4D,Total,Total,Fair,0.19,2018
Q4D,Total,Total,Poor,0.03,2018
Q4D,Total,Total,Don't know enough about it in order to say,0.06,2018
Q4D,Total,Total,Refused,0,2018
Q4E,Total,Total,Excellent,0.02,2018
Q4E,Total,Total,Good,0.25,2018
Q4E,Total,Total,Fair,0.29,2018
Q4E,Total,Total,Poor,0.3,2018
Q4E,Total,Total,Don't know enough about it in order to say,0.14,2018
Q4E,Total,Total,Refused,0,2018
Q4F,Total,Total,Excellent,0.09,2018
Q4F,Total,Total,Good,0.28,2018
Q4F,Total,Total,Fair,0.33,2018
Q4F,Total,Total,Poor,0.2,2018
Q4F,Total,Total,Don't know enough about it in order to say,0.1,2018
Q4F,Total,Total,Refused,0,2018
Q4G,Total,Total,Excellent,0.1,2018
Q4G,Total,Total,Good,0.39,2018
Q4G,Total,Total,Fair,0.32,2018
Q4G,Total,Total,Poor,0.14,2018
Q4G,Total,Total,Don't know enough about it in order to say,0.05,2018
Q4G,Total,Total,Refused,0,2018
Q4H,Total,Total,Excellent,0.25,2018
Q4H,Total,Total,Good,0.38,2018
Q4H,Total,Total,Fair,0.26,2018
Q4H,Total,Total,Poor,0.03,2018
Q4H,Total,Total,Don't know enough about it in order to say,0.08,2018
Q4H,Total,Total,Refused,0,2018
Q6,Total,Total,Great influence,0.1,2018
Q6,Total,Total,Moderate influence,0.22,2018
Q6,Total,Total,A little influence,0.34,2018
Q6,Total,Total,No influence at all,0.3,2018
Q6,Total,Total,Don't know,0.04,2018
Q6,Total,Total,Refused,0,2018
Q9,Total,Total,Very often,0.72,2018
Q9,Total,Total,Fairly often,0.04,2018
Q9,Total,Total,Sometimes,0.07,2018
Q9,Total,Total,Almost never,0.07,2018
Q9,Total,Total,Never at all,0.1,2018
Q9,Total,Total,Don't know,0,2018
Q9,Total,Total,Refused,0,2018
Q57,Total,Total,"Single, never married",0.37,2018
Q57,Total,Total,Married or civil union,0.35,2018
Q57,Total,Total,Living with partner,0.08,2018
Q57,Total,Total,Separated,0,2018
Q57,Total,Total,Divorced,0.12,2018
Q57,Total,Total,Widowed,0.08,2018
Q57,Total,Total,Refused,0,2018
Q60,Total,Total,One,0.24,2018
Q60,Total,Total,Two,0.47,2018
Q60,Total,Total,Three,0.15,2018
Q60,Total,Total,Four or more,0.12,2018
